사업자번호,업체명,대표자명,주소,상세주소,대표전화,팩스,홈페이지
584-81-00356,인토세라믹(주),송창렬,경기도 화성시 장안면 장안로316,,031-351-5823,031-358-5823,http://
589-86-00185,(주)선영,이상숙,경기도 김포시 월곶면 점동로 81,,031-986-0147,031-986-0148,http://
589-88-00743,(유)문광산업개발,문관숙,"전라북도 익산시 낭산면 남천로 529, 1층 1호",,070-4189-1026,050-2189-1000,http://
590-87-00805,(주)삼우에스비,이명우,"인천광역시 남동구 남동동로 84, 2층 216호(고잔동, 한국산업단지공단 남동지식산업센터)",,032-822-6377,032-822-6377,http://
592-30-00016,도원바이오테크,함지연,인천광역시 남동구 청능대로468번길 97-19,,032-432-4546,032-432-4547,http://www.dowonbiotech.com
593-86-01602,(주)부광시스템,"차순란, 이정한",대구광역시 동구 대림로2길 5,4층(괴전동),053-965-4102,053-965-4104,http://
593-88-00816,(주)천운,양승혁,"제주특별자치도 제주시 삼성로16길 1,1층(일도이등)",,064-721-3500,064-721-3520,http://
594-87-00355,(주)비에스케이,이진구,"경기도 고양시 일산동구 장백로 20, 102동 224호(백석동, 동문굿모닝힐)",,031-901-1849,031-901-1839,http://
598-88-00295,(주)휴인목재,조상현,강원도 강릉시 남부로 171 (노암동),,033-641-3328,070-8819-4220,http://
599-81-00872,(주)라이브러리엔,조미경,"경기도 남양주시 오남읍 진건오남로929번길 6-9, 다동(주3)",,031-573-5021,031-573-5022,http://libraryn.co.kr
127-86-05129,(주)세광데코,윤수헌,경기도 포천시 가산면 정교2길 28,,031-541-4661,031-541-4663,http://
127-86-05361,(주)제이에프케미칼,김미성,경기도 양주시 은현면 그루고개로426번길 90,,031-861-0056,031-861-0057,http://www.jfpack.co.kr
127-86-08015,(주)온수텍,조명기,경기도 포천시 소흘읍 응골1길 27,,031-534-5607,031-534-5608,http://www.onsutech.co.kr
127-86-09203,(주)이엔엘,박현수,경기도 양주시 남면 감악산로199번길 71-69,,031-859-5047,031-858-0862,http://
127-86-09940,(주)정선골재,박명수,경기도 안양시 만안구 박달로 280 (박달동),,031-447-9777,031-447-7114,http://
127-86-11387,다경실업(주),이준희,서울특별시 동대문구 답십리로63길 61,302호(장안동),031-541-1940,031-541-1941,www.dakyoung.co.kr
127-86-15438,(주)두성코리아,고항섭,충청북도 음성군 삼성면 대성로 438-50,,031-871-2321,043-882-2321,http://
127-86-15461,(주)엘케이베이크웨어,이재형,경기도 포천시 가산면 정금로 219-1,,031-534-2862,031-534-2864,
126-81-68179,(주)동보산업,이승훈,경기도 화성시 팔탄면 안산동길 50,,031-354-8700,031-354-8706,
178-86-00234,(주)크린산업,이미옥,강원도 춘천시 퇴계공단길 49-7,,033-241-7761,033-241-7762,http://i-clean.co.kr
181-86-00884,(주)엠제이앤씨,최정락,"서울특별시 강남구 학동로 156, 4층 410호 (논형동, 성덕빌딩)",,02-544-7292,02-544-7293,http://
181-88-00118,(주)대국아이엠,홍덕기,경상북도 구미시 1공단로10길 53-18 (공단동),,054-462-0917,054-462-0918,http://
182-81-00198,(주)효성테크,윤진녕,경기도 용인시 처인구 이동읍 서리로101번길 22,,031-333-6009,031-525-5219,http://
183-81-01225,우진라이팅 (주),장환석,"인천광역시 서구 건지로109번길 3, 3층(석남동)",,032-572-1392,032-624-0393,http://
184-88-00188,(주)이륜,유낙준,"경기도 군포시 당정로60번안길 3, 1층(당정동)",,031-429-9412,031-429-9482,http://
187-86-00897,(주)칼라컵,김영수,"경기도 안양시 동안구 학의로 268, 지하1층 비106호,비107호(관양동, 메가밸리)",,000-000-0000,02-6280-2459,http://www.colorcup.co.kr
189-81-00637,(주)명신기업,김명열,경기도 화성시 정남면 서봉로851번길 85-13,,031-366-0439,031-366-0373,http://www.myungsin.co.kr
137-81-94769,(주)수연라이팅,이기현,경기도 김포시 양촌읍 유현삭시로 92-24,,031-981-2666,031-981-2667,http://
137-81-95598,(주)정원엘피,박봉균,"경기도 파주시 월롱면 외도감길 14-25, 가동",,031-981-4239,031-997-5239,http://
137-81-96132,(주)성우플러스,박종원,경기도 김포시 양촌읍 황금4로 59,,031-982-0943,031-982-4220,
137-81-97688,(주)티앤에스,김효남,충청북도 청주시 청원구 오창읍 두릉유리로 51-7,,043-277-9593,030-3344-2097,http://tns21.kr
506-81-34706,우정환경(주),박재형,경상북도 포항시 북구 흥해읍 동해대로1954번길 23-1,,054-262-2360,054-261-3735,
506-81-38513,(주)대왕레미콘,전주민,경기도 안성시 양성면 양성로 94-12,,031-671-0932,031-671-0934,http://
506-81-40775,한승케미칼(주),김상수,경상북도 포항시 남구 연일읍 동문로94번길 68,,054-285-1952,054-285-1954,
506-81-52039,(주)포항환경건설,최상수,경상북도 포항시북구 흥해읍 덕장길 220,,054-261-8080,054-261-8082,
506-81-65437,(주)홈아트,유형상,서울특별시 관악구 남부순환로 1976-1 (봉천동),,02-581-7223,02-556-7228,www.homearti.com
506-81-77383,포항아스콘(주),길연심,경상북도 포항시 북구 흥해읍 덕장길 220-1,,054-726-2003,054-261-8082,
506-81-82208,진성알엔에프(주),김혜영,경상북도 포항시 남구 연일읍 동문로94번길 26-6,,054-286-3100,054-285-0513,
506-81-87391,우광산업(주),김민경,경상북도 포항시 북구 흥해읍 동해대로1954번길 23-20,,054-262-0182,054-261-3735,
506-82-20271,사회적협동조합 일원,우수선,인천광역시 계양구 아나지로 45 (효성동),,032-551-1650,032-551-1657,http://www.ealwoncoop.com
506-82-70413,카리타스보호작업장,이상헌,경상북도 포항시 북구 청하면 사방공원길 35,,054-244-4009,054-232-4009,
507-81-00776,(주)광명,채복희,경상북도 포항시 북구 청하면 동해대로 2092,,054-232-8414,054-232-5470,
507-81-07459,(주)미광엔텍,오동훈,"경상북도 포항시 남구 지곡로 394, 2층 201호(지곡동,포항테크노파크 제1벤처동)",,054-223-2400,054-223-2401,http://
507-81-13683,(주)레드,윤명희,경상북도 울진군 평해읍 평오곡길 51-31,1층,054-788-3000,054-788-5321,http://ledco.co.kr
508-08-64426,기원산업,우남철,경상북도 칠곡군 동명면 백송로 817,,000-000-0000,054-972-7007,http://www.kiwonindustry.co.kr
508-11-92878,현대샤인건업,변단흠,경상북도 안동시 남후면 큰광음길 111,,054-854-4887,054-854-4880,http://
508-81-10511,(주)제일산업,김상한,경상북도 의성군 다인면 가원농공길 61,,054-861-2489,,
508-81-11975,(주)대흥환경산업,홍순연,경상북도 안동시 남선면 충효로 4147-19,,054-858-8550,054-858-8660,
215-81-75418,(주)세원방수,윤재원,경기도 남양주시 화도읍 폭포로 301-7,,031-594-4720,031-594-1356,http://www.sewonwp.co.kr
215-81-77963,(주)에코스텍,박근종,전라북도 김제시 봉황공단2길 77-45 (오정동),,063-546-8355,063-546-8359,http://www.ekostech.co.kr
215-81-78924,(주)경우단열,김영식,"서울특별시 송파구 문정로 145 (가락동, 대정빌딩 5층)",,02-402-9242,02-430-6623,
215-81-95559,(주)크린텍개발,윤현주,"서울특별시 송파구 법원로 114, C동 406호(문정동,엠스테이트)",,02-413-8783,02-413-8605,
215-81-98804,(주)휴비스,신유동,"서울특별시 강남구 학동로 343, 11~12층 (논현동,파로스타워)",,02-2189-4953,02-2189-4949,http://www.huvis.com
215-86-21353,(주)칸라이팅,곽광호,경기도 광주시 회덕길68번길 38 (회덕동),,031-797-0080,031-769-7070,www.dklight21.co.kr
132-86-13994,한토이앤씨(주),양재하,경기도 남양주시 화도읍 비룡로458번길 7-23,,031-591-2013,031-591-2027,hantoenc.co.kr
132-86-14542,(주)에이치케이시스템,"이해진,이승열",경기도 남양주시 오남읍 양지로281번길 83-42,,02-1644-4834,02-6280-9516,http:/www.k-cop.kr
132-86-16628,(주)여명테크,"현돈, 김재현","서울특별시 성동구 성수이로 89, 8층(성수동2가, MG빌딩)",,02-403-9876,070-4009-4418,http://www.ymtechne.com
132-86-20476,(주)함께사는세상,김금녀,경기도 남양주시 와부읍 고래산로99번길 28-4,,031-521-9918,031-521-9917,http://www.hamse.co.kr
132-86-25224,(주)비피판넬,백승일,"경기도 남양주시 화도읍 수레로 930, 다동 1층",,031-556-2747,031-562-2829,http://
132-86-30426,(주)케이앤씨(KNC),김윤효,경기도 남양주시 진접읍 경복대로바람골길 12-3,,031-528-5915,031-528-5916,
133-01-91507,코알라쇼파,김은신 외 1명,"경기도 시흥시 군자천로185번길 66(정왕동, 시화공단 2다206호)",,031-433-7711,031-433-7178,http://
619-81-02607,해성산업(주),박영호,경상남도 사천시 사천읍 진삼로 1341-5,,055-852-2174,055-853-4363,hssho55@hanmail.net
619-81-05768,세한(주),박용형,경상남도 사천시 주공로 85 (용강동),,055-853-5507,055-832-2384,
619-81-07029,(주)태승뷰티산업,하영우,경상남도 밀양시 부북면 사포공단1길 7-3,,055-353-2231,055-353-2298,http://www.tscc.kr
619-87-00197,옥천아스콘(주),박상범,충청북도 옥천군 이원면 건진2길 49,,043-733-8823,043-733-8826,http://
620-82-04048,동원직업재활원,김재영,울산광역시 울주군 두동면 천전각석길 11,,052-263-6634,,
620-81-04546,대영아스콘산업(주),오종한,울산광역시 울주군 범서읍 두동로 609-1,,052-248-9713,052-248-9715,http://dya@daum.net
620-81-11974,대영제일(주),윤정균,대구광역시 동구 안심로59길 15,,053-791-6490,053-791-6725,
620-81-13313,(주)한일그라비아,김숙자,울산광역시 울주군 두동면 봉계농공길 8-8,,052-264-7123,052-262-7334,http://
620-81-13481,덕화실업(주),한봉희,울산광역시 울주군 언양읍 언동3길 2-17,,052-264-7431,052-264-7430,
508-82-04637,안동영명학교부설영가재활원,신수연,"경상북도 안동시 북후면 산약길 10, 1층",,054-841-4754,054-841-4755,www.youngga.net
508-82-04641,청옥보호작업장,손우덕,경상북도 안동시 북후면 광평2길 106-25,,054-859-1566,054-859-1586,www.cheongok.com
508-85-09730,대성골재(주)아스콘지점,장영수,경상북도 안동시 남선면 농공단지길 32,,054-705-6377,054-705-6378,
508-87-01576,주식회사 예림화학,전용진,경기도 화성시 장안면 포승장안로1120번길 46-28,주식회사 예림화학,031-351-8182,031-351-8180,http://www.yerim.net
509-81-04216,동성환경산업(주),이재업,경상북도 의성군 단촌면 북부길 466-16,,054-833-1231,054-833-1232,http://
606-81-85295,신신이앤지(주),고정자,부산광역시 강서구 낙동남로533번길 89 (녹산동),,051-323-0935,051-305-0936,
603-81-69942,(주)토성산업,이동호,"부산광역시 사하구 사하로 47, 402호(구평동, 화신아파트상가동4층)",,051-265-3801,051-265-3809,
313-81-01199,삼원환경산업(주),오치인,충청남도 보령시 남포면 평촌밤섬길 218-191,,041-931-1425,041-931-1427,http://
313-81-01277,동호실업(주),김지혜,충청남도 보령시 주포면 관산길 42 (주포농공단지내),,041-935-4031,041-936-7031,
313-81-02806,대보건설(주),정광식,"경기도 화성시 효행로 1059, 807호(진안동, 미래프라자)",,02-3016-9000,02-3016-9169,http://
313-81-05782,(주)보령환경산업,박홍전,충청남도 보령시 남포면 평촌밤섬길 218-201,,041-931-3541,041-934-9132,
116-81-35972,(주)랜드마크코리아,배영환,경기도 파주시 광탄면 장지산로368번길 25-11,,031-946-5060,031-946-5064,http://www. lmk.kr
116-81-36743,에쓰-오일(주),후세인 에이 알-카타니,서울특별시 마포구 백범로 192 (공덕동),,02-3772-5933,02-786-6278,http://www.s-oil.com
116-81-50968,(주)알파스캔디스플레이,류영렬,서울특별시 강서구 허준로 217,,02-2668-1815,02-2668-1845,http://www.alphascan.co.kr
116-81-72695,브이피케이(주),구자겸,"경기도 군포시 공단로140번안길 37, 가동 (당정동)",,031-442-7447,031-442-7887,http://www.vpkcorp.com
117-04-81202,워터월드,주재한,서울특별시 양천구 가로공원로64길 25 (신월동),,02-2603-3135,02-2603-3158,
305-33-19305,창조라이팅,황의순외1명,대전광역시 대덕구 한남로 107(오정동),,042-626-0442,042-627-0442,http://
305-81-10998,대림공영(주),이창욱,대전광역시 중구 단재로 349 (어남동),,042-285-9985,042-282-3204,
274-87-00242,(주)바이오마스터,이상준,"서울특별시 서초구 서운로 13, 1701호 (서초동, 중앙로얄오피스텔)",,02-525-9515,02-6402-9515,http://
277-03-00858,클린케미칼,이상구,경기도 파주시 광탄면 보광로 998,,031-934-0708,031-944-3485,http://
277-56-00422,조은,서영택,경기도 화성시 팔탄면 온천로137번길 20-29,1동,031-354-7828,031-354-5408,http://
277-88-00796,(주)에코로,김수정,경기도 화성시 송산면 송산로152번길 4-20,,032-575-2710,031-366-9853,http://
278-87-00318,(주)우명건설,황소영,"경기도 성남시 분당구 판교로 519, 상가동 지하층1호",,031-701-4551,031-701-4552,http://
279-28-00615,로드라이트,지용길,"경상남도 창원시 의창구 사화로 210, 305호 (팔용동, 제3아파트형공장)",,055-237-8774,055-252-4228,http://
279-86-00333,(주)백년비닐몰,강형삼,"광주광역시 서구 매월2로 53, 23동 107호 (매월동, 광주산업용재유통센타)",,000-000-0000,062-603-4248,http://www.100nyun.com
283-81-00069,(주)신성기업,김봉균,전라남도 나주시 동수농공단지길 99-21 (동수동),,062-252-3233,062-952-3260,http://
283-86-00327,숌부르크코리아(유),정태경,대전광역시 유성구 학하중앙로167번길 6-28,,042-320-4422,042-537-0485,http://www.schomburg.co.kr
284-44-00280,새창산업,이경순,경상북도 칠곡군 왜관읍 공단로13길 77,,054-972-8310,054-972-8311,http://
284-86-00368,(주)이오세라믹황토,김백민,"경기도 김포시 대곶면 소래로41번길 66-39, 가동,나동",,02-1899-9025,031-984-6873,http://www.eohwangto.com
284-88-01075,(주)고든비엘씨,천영철,"서울특별시 송파구 동남로 108, 4층 에프07호(문정동, 모즈아웃렛)",,02-402-9076,070-4325-8588,http://www.godunblc.com
285-81-00217,(주)명신수도,이태현,전라남도 광양시 광양읍 익신산단1길 14,,061-762-0355,061-763-0354,http://
286-88-00728,(주)라이트온,박훈섭,"경기도 부천시 석천로 397, 103동 903호, 904호 (삼정동, 부천테크노파크쌍용3차)",,070-4457-3701,032-624-0122,http://
287-20-00134,EMECO(이엠에코),우경숙,경기도 파주시 월롱면 통일로 760,,031-944-5000,031-944-5000,http://
291-82-00107,사회적협동조합푸른하늘,정성대,경기도 용인시 처인구 원삼면 백원로262번길 46,,031-767-1825,031-767-1854,http://
291-87-01488,(주)리엘,김민정,부산광역시 기장군 정관읍 예림1로 102,(주) 리엘,051-717-0239,070-8260-3200,http://
292-88-01488,(주)리드스포텍,김주아.김선복,경기도 김포시 대곶면 대곶남로 87-76,,031-981-9927,031-983-9927,http://
139-81-39175,보령기전(주),최명순,강원도 양구군 양구읍 농공단지길 16-3,,033-481-9041,033-481-9043,http://
139-81-40798,(주)부성그라비아,이병우,"인천광역시 남동구 능허대로 575 (고잔동, 남동공단 133B 5L)",,032-817-1701,032-812-1705,http://
134-81-01219,대화페인트공업(주),이건택,경기도 안산시 단원구 신원로 190,,031-491-2041,031-491-0675,http://www.dhpaint.com
134-81-01470,삼우산기(주),정형로,충청북도 음성군 맹동면 리노산단길 14,,043-878-7091,043-878-7095,
134-81-01655,(주)서원,조경호,경기도 안산시 단원구 산단로67번길 94 (목내동),,031-365-8700,031-491-6577,http://www.seowonbrass.co.kr
478-87-00897,(주)영남창호산업,김영찬,경상북도 칠곡군 지천면 금호로 148-25,,054-974-0912,054-971-0910,http://
481-86-01333,(주)더블유에스,유기상,전라북도 완주군 이서면 혁신로 243-19,,063-714-2990,063-714-2898,http://
481-86-01556,퍼팩트안동파이프(주),김용희,경상북도 안동시 남선면 농공단지길 14-9,,054-822-7790,054-822-7791,http://
481-87-00118,유신에코그린(주),권혁수,대구광역시 달성군 논공읍 논공로 407 (나동),,053-615-2210,053-615-2202,http://
481-88-00717,(주)이노아,이재선,"경기도 안산시 단원구 별망로 532, 1층, 3층 (원시동)",,031-406-1614,031-406-1624,http://
484-85-00734,(주)한덕산업,송영일,세종특별자치시 전동면 신송로 7,,044-863-3400,044-863-3404,http://
486-86-00187,형제산업(주),소윤옥,경기도 파주시 탄현면 축현산단로 87-2,,031-943-3752,031-943-3756,http://www.brotherbond.com
488-04-01319,엠에이라이팅,이기홍,충청북도 청주시 청원구 오창읍 두릉유리로 1323-25,3동,043-213-0988,043-213-0991,http://
489-88-00410,(주)새빛테크놀러지,"이경숙, 류응렬",경기도 광주시 오포읍 오포로 285-23,,031-798-6172,031-798-6173,http://
490-59-00195,동성산업,김정무,경상북도 영천시 영천아이시로 106-31,,054-335-2442,054-335-3836,http://
490-81-01195,(주)안팟코리아,신형철,"서울특별시 강남구 테헤란로 507, 14층 116호(삼성동, 위워크빌딩)",,02-3463-4168,02-3463-4160,http://
492-81-00566,피앤씨텍(주),임동한,충청남도 천안시 동남구 풍세면 풍세산단로 161,,041-622-4600,041-622-4602,http://
493-09-00127,에코바스,백승훈,경기도 시흥시 엠티브이북로 89 (정왕동),,070-7722-7701,031-319-6116,http://
498-86-00384,(주)삼풍종합물산,정성용,경기도 김포시 통진읍 월하로519번길 201,,031-989-2727,031-989-2729,http://www.sampoongcup.co.kr
141-81-06100,덕성개발(주),지영선,경기도 파주시 문산읍 임진나루길 317-42,,031-954-2933,031-954-0600,http://
140-03-05186,T-tech(티텍),김태균,경기도 김포시 양촌읍 흥신로131번길 170,,031-989-9699,031-989-9698,http://
140-04-76562,디와이씨,윤소영,경기도 광주시 도척면 마도로 168,,031-506-3460,050-4012-3463,https://www.dyc21.co.kr
140-04-94463,이오세라믹황토,김백민,경기도 김포시 대곶면 소래로41번길 66-39,,031-984-6872,031-984-6873,
140-08-25829,준텍,윤준근,경기도 시흥시 포도원로116번길 25,"7층 708호(신천동, (주)프라임캐슬)",000-000-0000,031-311-8991,http://
122-86-12678,(주)디엘아이엔지,소상우,"경기도 부천시 석천로 397 ,101동 1211호(삼정동, 부천테크노파크쌍용3차)",,032-502-5067,032-502-5068,http://www.dl-ing.co.kr/
122-86-15281,룩스플랜(주),김광우,인천광역시 미추홀구 석정로301번길 73,,032-556-6612,032-556-6615,http://
122-86-16766,(주)비에스아이조명,이봉숙,"인천광역시 부평구 주부토로151번길 3(갈산동,202호)",,032-330-7532,032-361-7535,http://
122-86-21783,다우엘이디(주),김현옥,"인천광역시 연수구 송도미래로 30(송도동, 송도비알씨스마트밸리지식산업센터비동907호~909호)",,032-528-5674,032-502-5675,www.dawooled.com
122-86-27619,(주)씨앤에스테크,김영운,"서울특별시 은평구 통일로 908 (불광동,삼지빌딩5층)",,02-388-9675,02-388-9676,
122-86-38829,(주)이솔산업,최대엽,인천광역시 부평구 부평북로 83,,032-513-1255,032-513-1254,http://
861-88-01187,그린웨일글로벌(주),황지영,"서울특별시 강남구 언주로 650, 2층(논현동, 한국건설기술인협회)",,000-000-0000,02-2038-8410,http://
865-81-00385,(주)에프알에스아이,서상훈,"전라남도 나주시 대호길 10,111동 5층 507호(성북동, 성북주공아파트)",,031-341-0503,031-341-0514,http://frsicorp.wixsite.com/maricare
867-81-00697,(주)한강이앤씨,이재화,"서울특별시 송파구 새말로 62, 465호(문정동, 송파 푸르지오 시티)",,02-539-7170,02-6013-7171,http://
870-81-00354,(주)아트윈,곽재문,경기도 화성시 남양읍 남양로 337-22,,031-356-0540,070-4009-2984,http://
870-87-00282,(주)에코맘,김희영,"경기도 안양시 만안구 냉천로 101, 101호(안양동)",,070-8258-7882,050-5340-7882,http://
873-03-00466,에스엠티,김인미,경상북도 영천시 채신2공단길 33 (괴연동),,054-338-5014,054-338-5015,http://
874-86-01156,(주)청아,최정희,"경상남도 창녕군 대합면 대합공단길 35-7, 비동 1층",,055-532-7043,055-533-7048,http://
875-81-01095,(주)대성이노텍,"김범석,김용철",경상남도 창녕군 장마면 초곡길 322,,055-587-7733,055-587-7734,
877-87-00207,(주)칼텍바이오,김금희,경기도 포천시 소흘읍 무봉로 61,,031-541-7384,031-541-7387,http://www.caltecbio.co.kr
879-81-00045,(주)아트로드,나환희,경상남도 창원시 진해구 용재로 73-1,202호(용원동),055-551-2877,055-551-2878,https://blog.naver.com/art-road
879-87-01202,(주)더빛이엔아이,이현범,경기도 화성시 정남면 내향로 214-74,,031-354-3347,031-354-3348,http://
881-81-00975,(주)유원티이씨,손주달,대구광역시 달성군 논공읍 논공중앙로 416-2,,053-381-0405,053-382-0406,http://
881-88-01236,(주)아이엘사이언스,송성근,"경기도 성남시 중원구 마지로 123-1(하대원동, 아이엘밸리)",,031-757-5100,031-754-5097,http://
882-43-00485,나무와뼁끼,문주영,"경기도 용인시 기흥구 동백중앙로 283, C동 822호(중동, 골드프라자)",,000-000-0000,031-8005-8333,http://
883-88-01095,(주)이롬플러스,유양원,"경기도 성남시 분당구 분당내곡로 151, 8층 802호 (삼평동)",,031-789-6772,031-8017-8036,http://eromplus.com
884-87-01086,(주) 유일라이팅,신장섭,경상남도 양산시 웅상농공단지길 29 (덕계동),(주)유일라이팅,055-388-1722,055-388-1744,http://
885-81-01689,(주)다원에프씨,이정수,경기도 고양시 일산동구 식사로8번길 5,2층,031-962-1236,02-6008-4600,http://
887-07-00221,진흥산업,권갑정,부산광역시 사하구 을숙도대로677번길 9,,051-203-3542,051-203-7150,
887-81-01123,(주)에스티엑스바이오,박상준,"경기도 하남시 조정대로 45, 1층 에프116호",,031-5175-3228,031-5175-3229,http://
888-86-00234,(주)웅진릴리에뜨,탁창준,"서울특별시 중구 칠패로 36, 10층(봉래동1가, 연세봉래빌딩)",,02-1566-3330,02-779-6194,www.theliliette.com
888-86-00267,우림바이오(주),홍석일,"경기도 화성시 봉담읍 와우안길 17, 909호(수원대학교 창업보육센터)",,000-000-0000,031-299-8025,http://
889-87-01494,(주)다솔산업,김용석,전라남도 여수시 묘도9길 486 (묘도동),,061-686-7901,061-686-7902,http://
889-88-00134,(주)에코,박미정외,전라남도 순천시 해룡면 율촌산단4로 13,216호(율촌제1산단6블록 지식산업센터),061-381-7024,061-381-7023,http:////art-eco.kr/index.php
890-86-00616,(주)제이제이시스템,김정명,"경기도 화성시 기안동로 64 (기안동, 63-3)",,031-295-9043,031-295-9044,http://
892-87-01146,하이로드켐텍(주),조성훈,경기도 화성시 서신면 전곡산단15길 12,,031-356-5007,031-356-7207,http://
894-88-00553,(주)뉴퍼펙트,이남수,"경기도 시흥시 공단1대로259번길 47, 시화공단 3나 104-1호 (정왕동)",,031-435-9119,031-435-9229,http://newperfect.co.kr/
895-87-00942,(주)케이알아스콘,정경록,충청남도 당진시 석문면 산단8로 471,,041-352-0409,041-352-0407,http://
895-87-01432,(주)시우라이팅,박노춘,"대구광역시 달서구 성서공단남로 37, 211호(월암동,성서드림타운지식산업센터)",,053-584-2141,053-585-2141,http://
122-81-30079,(주)한국하우톤,임석순,충청남도 아산시 선장면 서부남로151번길 20-31,,02-3284-3330,02-3284-3333,http://www.houghton.co.kr
122-81-52656,씨티전기(주),임희상,인천광역시 서구 정서진로 160(오류동),,032-527-4121,032-527-4120,http://
122-81-56540,대원루스터(주),김재형,인천광역시 계양구 서운산단로1길 59(서운동),,032-554-3871,032-554-9099,http://www.luster.co.kr
122-81-60627,(주)평강산업개발,변문수,"인천광역시 부평구 경인로 795 (십정동), 한국주유소 2층",,032-506-2111,032-506-2112,http://
122-81-63361,(주)신성피엔텍,"하현정,김경훈",인천광역시 계양구 새풀로7번길 14,,032-549-4413,032-549-4415,
122-81-74140,바이오밴코리아(주),김영희,"인천광역시 연수구 한나루로 190, 지하 B03호 (옥련동, 송도프라자)",,032-525-2001,032-438-0266,http://www.biovankorea.com
122-81-74908,(주)알토엔대우,강복구,경기도 화성시 동탄면 동탄산단9길 23-7 (방교동),,070-4907-5157,031-377-7347,http://
122-81-80133,루민 주식회사,김재형,"인천광역시 계양구 서운산단로1길 59,A동 4층(서운동)",,032-555-8841,032-555-8842,http://
122-81-83431,(주)코리아무역,김기성,인천광역시 서구 북항로32번안길 105 (원창동),,032-576-9964,032-576-2274,
125-86-18536,(주)하이시스로지텍,최윤호,경기도 안성시 일죽면 일생로 124-3,,02-3157-3494,070-4367-1767,http://
125-86-18818,(주)동인산업,이윤재,경기도 평택시 오성면 오성북로 143,,031-684-0070,031-684-5039,http://
125-86-19888,현성산업(주),김희문,"경기도 화성시 병점3로 24, 404-1호(병점동, 그린씨티)",,031-611-9625,031-665-9625,http://
125-86-21521,(주)정연산업,이문숙,경기도 안성시 보개면 이전봉산길 127-51,,031-676-1053,031-676-1054,http://
131-86-11014,(주)버미코리아,강석영,"인천광역시 남동구 앵고개로653번길 25 (고잔동, 남동공단111블럭-3롯트)",,032-819-5422,032-819-5425,www.vermikorea.com
131-86-11858,(주)대상에스앤티,이상윤,인천광역시 서구 석남로 18 (석남동),,032-529-9997,032-529-9913,
131-86-27044,에스지디지털(주),강성구,경기도 성남시 중원구 둔촌대로280번길 22,"(하대원동, 대지빌딩2층)",070-4640-6870,031-755-4723,http://sgdigital.kr
131-86-31121,케이비에프(주),고광일,경기도 화성시 장안면 화곡로 414,,031-358-8630,031-358-8636,http://koreabiofoam.com
131-86-37300,(주)이레인텍,이미옥,"인천광역시 남동구 남동동로 293 (논현동, 1층일부)",,032-434-3616,032-818-5247,http://
131-86-39083,(주)청연,정철환,인천광역시 남동구 장자로45번길 2,"(장수동,101호)",032-462-9043,032-462-9042,http://
131-86-39399,(주)칼라피아,방병철,인천광역시 남동구 청능대로409번길 38 남동공단78B-6L (고잔동),,032-814-5704,032-814-5706,http://
131-86-44117,데코민(주),한상선,경기도 김포시 양촌읍 황금3로8번길 120,,031-985-9377,031-985-9378,www.decomin.co.kr
821-37-00140,건양엔지니어링,김용삼,충청남도 금산군 복수면 오곡동길 46,,042-271-0081,042-271-8081,http://
822-12-00397,아이서밋,전철언,"서울특별시 광진구 용마산로 25, 2층 (중곡동, 재영빌딩)",,02-468-2563,02-468-2565,http://i-summit.co.kr
823-86-00241,삼영에코마스터(주),김명희,"경기도 시흥시 공단1대로260번안길 48, 3층 3다 616 (정왕동)",,031-477-3033,031-429-3078,http://www.ecomaster.kr
826-81-00527,(주)지에스팩,박영규,광주광역시 광산구 아산길 58,,062-956-6958,062-953-6958,http://
826-87-00228,(유)하이에스텍,서재중,경기도 부천시 석천로 397,"102동 1313호(삼정동,부천테크노파크쌍용3차)",032-624-4881,032-624-1881,http://focuslight.co.kr
828-87-01349,(주)제이알바이오테크,이중로,서울특별시 서초구 반포대로13길 33,", 2층 202호(서초동, 마노빌딩)",02-6953-4699,02-6953-4688,http://www.jrbiotech.com
828-88-00731,(주)경북맨홀,이강희,경상북도 예천군 보문면 산단길 65,,054-653-1140,054-653-1141,http://
543-88-01085,(주)그린에셀,김지은,충청남도 서산시 고북면 고수관로 17-39,,054-534-7444,070-4332-1514,http://
546-87-01753,이누스(주),홍승렬,충청남도 아산시 탕정면 탕정면로 350-41,,041-530-3702,041-530-3701,http://www.inushaus.com
514-26-64255,태화금속,엄영호,대구광역시 달성군 하빈면 달구벌대로12길 178,,053-584-2577,053-584-3577,
514-28-63060,협신상사,김순옥,대구광역시 달성군 화원읍 성천로 132,,031-798-8120,031-798-8122,http://
514-81-03617,상신브레이크(주),"김효일, 박세종",대구광역시 달성군 논공읍 논공중앙로33길 10,,053-615-0101,053-614-1708,http://www.sangsin.com
514-81-18497,상협산업(주),황경연,대구광역시 달성군 논공읍 노이길 12-6,,053-616-0057,053-616-0059,http://sanghyub.kr/sub/greeting.php
514-81-21333,(주)용전,서상윤,경상북도 군위군 군위읍 군위공단길 135-10,,054-383-3871,054-383-3873,http://www.yjdrp.co.kr
512-81-06369,(주)동신아스콘,유정우,경상북도 영주시 장수면 용주로 551,,054-638-2989,054-638-2949,http://
512-81-06734,성원화학(주),이태규,경상북도 영주시 문수면 반구로 366-19,,054-634-5633,054-634-5635,http://
512-81-06957,(주)경북환경,전금생,경상북도 예천군 호명면 양궁로 682-9,,054-652-1304,054-654-4988,
